County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng,CountyName,State
"St. Louis city, MO",1791.995377,119,200,1778,3609,4995,13791,3543,464,318416,4.37,4.5,1.9777777777777776,50,38.62669009381907,-90.29331451089479,St. Louis city,MO
"Crittenden County, AR",1754.914968,8,38,165,662,1482,1753,189,28,49746,3.36,3.5,1.3571428571428572,50,35.16986503573323,-90.42485720950485,Crittenden County,AR
"Alexander County, IL",1664.700485,1,2,5,119,82,184,12,2,7629,4.16,4.0,1.72,50,37.25809047359649,-89.52092435455488,Alexander County,IL
"Kenedy County, TX",1456.31068,0,3,1,2,5,4,4,0,412,3.625,3.75,1.2,8,27.23255358656849,-97.7406083504528,Kenedy County,TX
"De Soto Parish, LA",1447.40243,3,4,17,368,149,494,60,0,27083,3.875,4.0,1.2857142857142858,16,32.06503659445174,-93.69933311557773,De Soto Parish,LA
"Baltimore city, MD",1419.5375689999994,216,317,3638,4660,7804,18055,4009,251,622104,4.29,4.5,2.042553191489361,50,39.293057591462905,-76.6044378014107,Baltimore city,MD
"Shelby County, TN",1315.0037519999996,135,483,3512,8224,14011,30620,3233,435,939465,4.31,4.5,1.7608695652173914,50,35.137195279425725,-89.99641625192818,Shelby County,TN
"Marlboro County, SC",1253.437132,3,20,32,296,408,1074,67,5,28003,3.24,3.5,1.1111111111111112,25,34.60873491720075,-79.6840260418615,Marlboro County,SC
"Storey County, NV",1217.656012,0,7,2,39,23,55,8,2,3942,4.42,4.5,1.9,50,39.506570496395,-119.79357374449795,Storey County,NV
"District of Columbia, DC",1216.801325,88,236,4037,3505,3519,23575,3663,51,646449,4.29,4.5,2.071428571428572,50,38.90357579966643,-77.02976576908245,District of Columbia,DC
"Dillon County, SC",1165.583272,8,17,48,291,595,1206,105,12,31229,3.3690476190476186,3.5,1.3125,42,34.435796446554214,-79.36059947951495,Dillon County,SC
"Scott County, MO",1163.145839,2,7,26,422,236,1002,39,8,39290,3.5,4.0,1.0,5,37.1123779310798,-89.54135196257586,Scott County,MO
"Philadelphia County, PA",1150.2963300000001,332,881,7984,8669,12004,38595,6401,0,1553165,4.23,4.0,2.1041666666666665,50,39.952756703666616,-75.16163102364206,Philadelphia County,PA
"Pershing County, NV",1148.756725,0,3,1,75,27,43,5,0,6877,3.9,4.0,1.5476190476190477,50,40.66833779022306,-117.85137548641623,Pershing County,NV
"Greenwood County, SC",1140.226324,7,39,73,676,965,2564,122,12,69723,3.9,4.0,1.5813953488372092,50,34.202376568620394,-82.15735883760588,Greenwood County,SC
"Madison County, TN",1138.4238300000004,13,33,196,882,1300,2604,180,27,98733,3.94,4.0,1.6444444444444444,50,35.64975296845292,-88.8358093430052,Madison County,TN
"Davidson County, TN",1129.513728,65,312,1753,5309,5875,20373,1418,100,658602,4.29,4.5,2.02,50,36.16586993159432,-86.77761110950105,Davidson County,TN
"Marion County, IN",1083.5081189999999,102,453,3486,6017,15125,29122,4757,414,928281,4.3,4.5,1.9166666666666667,50,39.77202612730839,-86.14995911881583,Marion County,IN
"Wayne County, MI",1065.188284,433,803,5879,11795,19882,34706,15251,766,1775273,4.29,4.5,1.5416666666666667,50,42.27363413007025,-83.2018397452594,Wayne County,MI
"Jackson County, MO",1026.623686,116,358,1913,4594,9695,25994,4953,318,679996,3.78,4.0,1.6875,50,39.03085822986701,-94.3630529483486,Jackson County,MO
"Pemiscot County, MO",998.7095326,0,6,21,151,192,463,23,2,17823,3.28125,3.5,1.1666666666666667,16,36.21722163667479,-89.7038424970503,Pemiscot County,MO
"Iberville Parish, LA",974.0162436,5,9,26,285,266,928,26,0,33367,4.05,4.0,1.9361702127659572,50,29.95625463516614,-90.06948126456983,Iberville Parish,LA
"Pulaski County, AR",959.9165822999997,61,179,1058,2458,7065,18011,1805,130,391284,4.28,4.5,1.7708333333333333,50,34.7567084357577,-92.37409942138152,Pulaski County,AR
"Jefferson County, AR",959.1343197999997,14,42,139,507,1400,2306,255,44,73191,3.94,4.0,1.3421052631578947,50,34.286565682184246,-91.98053250039287,Jefferson County,AR
"Muskogee County, OK",954.4400666000001,3,34,41,593,878,1324,142,23,70303,3.8333333333333335,4.0,1.25,15,35.47323443514793,-95.4663519198673,Muskogee County,OK
"Barnwell County, SC",953.9310095000001,5,4,33,169,349,691,74,10,22119,3.033333333333333,3.0,1.4,15,33.259648369884275,-81.41896187185442,Barnwell County,SC
"Tangipahoa Parish, LA",952.8593755,11,64,185,935,2683,4262,218,1,125412,3.2285714285714286,3.5,1.2,35,30.547359965031408,-90.47504324256464,Tangipahoa Parish,LA
"Marion County, SC",941.6313295,8,12,51,231,771,1060,92,12,32072,4.32,4.5,1.5319148936170213,50,33.8394766689718,-79.1108138960639,Marion County,SC
"Dougherty County, GA",930.4176661,4,32,240,589,1600,3844,266,13,92969,4.07,4.0,1.6,50,31.60231097570561,-84.19467656634893,Dougherty County,GA
"Carter County, OK",930.0694973999999,4,42,37,368,450,1327,109,23,48491,2.888888888888889,3.0,1.4444444444444444,27,34.196854259520265,-97.1536390067143,Carter County,OK
"Genesee County, MI",922.7783983999999,69,242,980,2542,6105,8311,936,313,415376,4.16,4.0,1.48,50,42.995353013915825,-83.69782878410517,Genesee County,MI
"Macon County, AL",919.3417310000001,6,10,25,140,516,640,110,3,19688,3.125,3.25,1.125,16,32.43054430507167,-85.6926405991345,Macon County,AL
"Milwaukee County, WI",912.6349471000001,103,276,3426,4919,8744,29434,5223,351,956023,4.28,4.5,1.9574468085106385,50,43.02754424607665,-87.92777883103138,Milwaukee County,WI
"Richland County, SC",911.4452882000003,24,184,809,2622,4965,12511,2087,51,399256,4.21,4.0,1.7959183673469388,50,34.005480646278464,-81.00361490936105,Richland County,SC
"Grundy County, TN",911.2461105000001,3,4,1,115,157,167,63,12,13498,4.428571428571429,4.5,1.0,7,35.415867527886256,-85.66827555066861,Grundy County,TN
"Greene County, AL",903.4766697000001,0,2,7,70,48,90,15,12,8744,2.4,1.0,1.0,5,32.83480123332322,-87.93845406124309,Greene County,AL
"Rock County, MN",892.8571429,0,0,0,85,9,52,3,0,9520,3.59375,3.5,1.3,16,43.65900088808485,-96.2102353809873,Rock County,MN
"San Joaquin County, CA",887.1644385,89,152,1992,4016,8019,16847,4398,158,704379,4.25,4.5,1.6938775510204085,50,37.89838584279651,-121.26767382421305,San Joaquin County,CA
"Pottawattamie County, IA",873.5225606,1,79,83,647,1166,3283,567,55,92728,4.357142857142857,4.5,1.0,7,41.30904198791156,-95.64944253710935,Pottawattamie County,IA
"Nolan County, TX",871.1844117999997,0,27,10,94,143,345,19,1,15037,3.397959183673469,3.5,1.2,49,32.440405509485046,-100.35282351481492,Nolan County,TX
"Winnebago County, IL",854.9331535,15,196,553,1721,2939,7356,492,101,290666,4.15,4.0,1.5909090909090908,50,42.2778686561626,-89.08316773413698,Winnebago County,IL
"Suffolk County, MA",831.2342903,60,310,2257,3653,3956,16223,1998,11,755503,4.17,4.0,2.1836734693877546,50,42.350137945577394,-71.07223346870042,Suffolk County,MA
"Saginaw County, MI",828.830479,29,126,242,1232,1751,2707,223,56,196542,4.11,4.0,1.4888888888888892,50,43.42093280389509,-84.00320591348806,Saginaw County,MI
"Dallas County, AL",828.6503477000001,9,24,70,245,743,1415,158,26,41996,3.1041666666666665,3.25,1.3529411764705883,24,32.41721984016567,-87.04022765347028,Dallas County,AL
"Fulton County, GA",826.1767583,123,216,3365,4428,11091,31070,7645,135,984293,4.27,4.5,2.061224489795918,50,33.832841222474734,-84.43571139979697,Fulton County,GA
"Anchorage Municipality, AK",824.7217146,15,303,488,1676,1159,8724,845,98,300950,4.26,4.0,2.0625,50,61.19565505801282,-149.88576443951692,Anchorage Municipality,AK
"Madison County, FL",822.2981632,1,7,13,133,153,317,16,4,18728,3.8846153846153846,4.0,1.2,13,30.466163619836856,-83.41697871460488,Madison County,FL
"Phillips County, AR",818.6675817,1,8,26,132,478,442,33,11,20399,4.28,4.5,1.3703703703703705,50,34.34958563368305,-90.61590439042637,Phillips County,AR
"Sangamon County, IL",817.9969369,40,160,318,1110,2104,6278,875,76,199145,4.11,4.0,1.6666666666666667,50,39.78299718859046,-89.6488920932623,Sangamon County,IL
"Haywood County, TN",812.1158911,0,7,10,131,226,396,26,5,18224,3.4411764705882355,4.0,1.1538461538461535,17,35.577961463586625,-89.25406421677158,Haywood County,TN
"Lucas County, OH",810.9662621,40,184,1192,2122,7618,3320,1529,547,436393,4.23,4.0,1.7234042553191489,50,41.616494694204356,-83.5701080732337,Lucas County,OH
"Robeson County, NC",809.8427036,13,32,273,775,2937,4637,385,69,134841,3.1590909090909087,3.25,1.2352941176470589,44,34.656131461482275,-79.10593747134902,Robeson County,NC
"Meade County, KS",805.8945428999997,0,1,0,34,5,23,0,0,4343,3.2,3.5,1.6666666666666667,5,37.261292027211745,-100.35825295161659,Meade County,KS
"Escambia County, FL",798.51676,22,162,502,1756,3899,9920,680,52,305817,3.57,3.5,1.5263157894736843,50,30.571037374759854,-87.26711377658508,Escambia County,FL
"Jefferson County, AL",798.3574913,85,268,1597,3315,9910,19810,1809,185,659479,4.26,4.5,1.6511627906976745,50,33.49982253586088,-86.81928068191498,Jefferson County,AL
"Nicholas County, WV",793.3756981,1,7,2,196,86,308,19,16,25965,3.310344827586207,3.5,1.391304347826087,29,38.28906821775329,-80.84239806965691,Nicholas County,WV
"Franklin County, FL",793.2402137999999,1,16,1,74,84,130,11,1,11598,3.9736842105263164,4.0,1.6428571428571428,19,29.805819600930864,-84.74807165887862,Franklin County,FL
"St. Clair County, IL",782.1542957,28,183,349,1528,2426,5150,657,70,266955,4.03,4.0,1.5652173913043481,50,38.49836721253521,-89.9778410393377,St. Clair County,IL
"Orleans Parish, LA",782.1184796,193,137,1066,1566,3431,8258,2218,0,378715,4.2,4.0,2.122448979591837,50,29.9511626173363,-90.071107803217,Orleans Parish,LA
"Ector County, TX",781.9089826000003,5,44,163,956,1090,3571,516,26,149378,3.333333333333333,4.0,1.8571428571428568,18,31.843983320435683,-102.46659446158232,Ector County,TX
"Avoyelles Parish, LA",777.2585293,2,31,17,271,378,787,35,3,41299,3.462962962962963,3.5,1.4,27,31.11724196457787,-92.0660299778379,Avoyelles Parish,LA
"Rapides Parish, LA",773.7920330000003,9,43,169,806,1747,4207,249,4,132723,3.99,4.0,1.6170212765957446,50,31.27603059108458,-92.47643563539805,Rapides Parish,LA
"Sumter County, SC",767.644257,12,30,103,685,1611,2713,346,54,108123,3.87,4.0,1.4,50,33.93512195909295,-80.36817733925463,Sumter County,SC
"Comanche County, OK",766.7864603999999,13,42,174,729,1702,3616,330,42,124937,4.02,4.0,1.6382978723404256,50,34.623430161773314,-98.43836187653092,Comanche County,OK
"Mississippi County, AR",763.9897241,8,21,47,266,891,1273,114,6,44765,2.8235294117647056,3.0,1.0833333333333333,17,35.69584371804651,-89.9961469710607,Mississippi County,AR
"Colleton County, SC",762.1467132,2,14,26,246,419,1151,194,14,37788,3.1714285714285717,3.5,1.3333333333333333,35,32.90334694414846,-80.67540888337321,Colleton County,SC
"Modoc County, CA",754.3456871000003,1,12,3,53,58,90,4,5,9147,4.17,4.25,1.5,50,41.6359269263,-120.69846924766242,Modoc County,CA
"Alameda County, CA",753.6935735000003,153,477,6220,5050,13245,35841,13044,337,1578891,4.11,4.0,1.74,50,37.687216437013895,-121.8912517818099,Alameda County,CA
"Sumter County, GA",752.455044,0,4,40,192,741,826,42,0,31364,3.6,4.0,1.351351351351351,50,32.05315758410083,-84.23229503432155,Sumter County,GA
"Darlington County, SC",746.3016117999997,10,17,70,410,1178,2471,217,11,67935,4.05,4.0,1.46875,50,34.346549006163734,-80.0095874726638,Darlington County,SC
"Red River Parish, LA",742.0733078,0,0,2,64,23,116,12,0,8894,3.5,3.5,1.6666666666666667,8,32.07615033425841,-93.37159535747898,Red River Parish,LA
"Lubbock County, TX",740.6920961,12,139,328,1664,3400,9224,828,52,289324,4.21,4.0,1.4042553191489362,50,33.57902700878661,-101.86995615010031,Lubbock County,TX
"Socorro County, NM",739.3084622,0,3,2,124,139,365,23,3,17584,3.733333333333333,4.0,1.181818181818182,30,34.06008475007289,-106.88744671322334,Socorro County,NM
"Duval County, TX",738.8316151,1,0,5,80,105,171,65,5,11640,4.09,4.0,1.3695652173913044,50,27.80378407264757,-98.066433896396,Duval County,TX
"Bernalillo County, NM",738.4818924,50,329,1184,3416,7857,22025,3032,139,674221,4.34,4.5,1.5957446808510638,50,35.08372502751624,-106.64413646330128,Bernalillo County,NM
"Marion County, TX",732.7796776,1,9,5,60,115,144,13,4,10235,3.71875,3.75,1.7,32,32.75209759511288,-94.33150256068632,Marion County,TX
"Lee County, SC",730.3646372999997,0,4,18,112,255,511,66,8,18347,3.6730769230769234,3.75,1.0625,26,34.20148374753941,-80.2642190941977,Lee County,SC
"Shasta County, CA",725.2206951000003,7,97,165,1029,1754,3623,903,35,178980,3.8666666666666663,4.0,1.8888888888888888,15,40.68027041782776,-122.29899220251806,Shasta County,CA
"Laurens County, SC",724.7580365,6,31,49,394,734,1600,119,13,66229,3.28,3.5,1.2702702702702702,50,34.49010646575809,-81.9515490977713,Laurens County,SC
"Hinds County, MS",721.5219335,66,143,846,712,4627,7416,1272,69,244899,3.54,4.0,1.4545454545454546,50,32.328122301562146,-90.32946339508568,Hinds County,MS
"Cibola County, NM",720.6877628999997,1,15,7,174,232,199,51,2,27335,4.15,4.0,1.45,50,35.24670466110448,-108.27006595469366,Cibola County,NM
"Tulsa County, OK",719.1412721,45,381,1122,2928,7291,15582,2702,263,622409,4.29,4.5,1.9166666666666667,50,36.14939767173538,-95.98399722738323,Tulsa County,OK
"Putnam County, FL",717.8582747,5,37,51,428,1029,1952,80,7,72577,3.74,4.0,1.4102564102564104,50,29.645752640016863,-81.65374998203609,Putnam County,FL
"Jefferson County, TX",710.8948399,20,114,554,1106,3147,6454,519,99,252358,4.3,4.5,2.0,5,29.933684382782666,-94.15410027961724,Jefferson County,TX
"Ohio County, WV",706.6572141,0,24,46,240,322,764,56,4,43727,3.67,4.0,1.8409090909090908,50,40.06633370604032,-80.67340347871374,Ohio County,WV
"San Francisco County, CA",701.4217103999997,69,110,3554,2141,5401,29256,5381,211,837442,4.27,4.5,1.9777777777777776,50,37.780003572353955,-122.42779780732526,San Francisco County,CA
"Bamberg County, SC",699.9351912000003,0,2,21,85,231,415,41,2,15430,3.8181818181818175,4.0,1.125,11,33.316066534794146,-81.12771792852693,Bamberg County,SC
"Merced County, CA",696.3544912000001,23,54,331,1425,2686,6047,1358,83,263228,4.21,4.0,1.625,50,37.29261861342725,-120.65325831405846,Merced County,CA
"Harris County, TX",696.1038338,307,1143,12449,16290,43644,114208,20829,1153,4336853,4.3,4.5,1.84,50,29.78444176158633,-95.4201007387537,Harris County,TX
"Jim Wells County, TX",695.7773512,13,17,7,253,467,1089,93,14,41680,3.4,3.5,1.238095238095238,45,27.828198721187768,-98.07654925754306,Jim Wells County,TX
"Oklahoma County, OK",694.8738489,83,398,1137,3630,10118,23238,4163,145,755245,4.32,4.5,1.7555555555555555,50,35.51929189562129,-97.50578710313074,Oklahoma County,OK
"McKinley County, NM",694.3307687999999,7,42,67,393,540,1615,127,18,73308,4.09,4.0,1.5121951219512195,50,35.39115208534274,-108.448733873837,McKinley County,NM
"Mississippi County, MO",693.1802269,2,4,6,87,128,286,13,8,14282,3.85,3.75,1.25,10,36.87492947231079,-89.35618397589168,Mississippi County,MO
"Alpine County, CA",690.2502157,0,3,0,5,18,20,5,0,1159,3.6666666666666665,3.75,1.6666666666666667,6,38.69495698990117,-119.79065825313566,Alpine County,CA
"Calhoun County, GA",689.8666258,0,0,14,31,21,49,7,0,6523,4.8,5.0,1.3333333333333333,5,31.520643265926143,-84.60912506,Calhoun County,GA
"Dyer County, TN",688.2474551,0,9,23,231,387,1084,50,3,38213,3.234042553191489,3.5,1.3235294117647058,47,36.051967121694105,-89.39131063197264,Dyer County,TN
"Clark County, NV",685.1530769999998,94,739,4422,8639,17538,33364,8213,297,2027868,4.19,4.25,1.7291666666666667,50,36.008798753362655,-115.00987984797285,Clark County,NV
"Guadalupe County, NM",681.1689739,0,0,6,25,34,53,8,1,4551,3.5571428571428565,3.5,1.380952380952381,35,34.81625397435536,-104.66553723627844,Guadalupe County,NM
"San Juan County, NM",675.0828044,6,133,57,657,725,2325,189,29,126503,3.97,4.0,1.6304347826086956,50,36.72998331376175,-108.1675116616238,San Juan County,NM
"Fairfield County, SC",675.0616643,4,8,15,129,211,607,68,5,23109,3.794117647058824,4.0,1.0,17,34.36355314744554,-81.08631485851538,Fairfield County,SC
"McDonald County, MO",673.8186009,1,4,4,143,110,266,25,6,22558,3.8333333333333335,4.25,1.375,12,36.61390614377894,-94.40656526241831,McDonald County,MO
"Taylor County, FL",673.754211,3,10,6,135,117,164,15,3,22857,3.4696969696969697,4.0,1.2916666666666667,33,30.02214905761969,-83.55125711757867,Taylor County,FL
"Wayne County, GA",668.2847357999998,8,6,24,163,318,1289,24,0,30077,3.391304347826087,3.5,1.3333333333333333,46,31.60819866226652,-81.88601412096102,Wayne County,GA
"East Baton Rouge Parish, LA",667.0754469,84,77,1297,1512,5806,15182,671,213,445227,4.22,4.5,1.84,50,30.44438398388582,-91.11730391139395,East Baton Rouge Parish,LA
"Leon County, FL",664.1948589,17,137,576,1142,3378,7002,641,25,281845,4.28,4.25,1.673469387755102,50,30.454076704798,-84.2929202559652,Leon County,FL
"Lander County, NV",663.1299735,0,9,0,31,38,55,11,3,6032,3.5535714285714284,3.5,1.4615384615384617,28,40.26878445980857,-116.97024016843555,Lander County,NV
"Orange County, FL",662.6310837,76,450,1977,5616,14034,32034,4013,50,1225267,4.41,4.5,1.5918367346938775,50,28.568148579914666,-81.29165100161953,Orange County,FL
"Leflore County, MS",661.2459265,2,24,46,137,601,906,34,3,31607,3.5444444444444443,4.0,1.5333333333333334,45,33.523967140381984,-90.20200111718245,Leflore County,MS
"Essex County, NJ",659.9836619,121,132,2938,2021,4849,10759,5882,119,789565,4.19,4.0,1.9183673469387756,50,40.806517885010734,-74.21842845888315,Essex County,NJ
"Peach County, GA",658.9175982999999,0,2,19,157,286,688,47,1,27014,3.49,3.5,1.2307692307692308,50,32.562265120405165,-83.7914575763143,Peach County,GA
"Burke County, GA",658.7270427,2,1,11,137,215,397,21,0,22923,2.9130434782608696,3.0,1.3333333333333333,23,33.12804199551284,-82.00481471793054,Burke County,GA
"Hamilton County, TN",658.496643,26,91,560,1619,3405,10133,1216,37,348673,4.14,4.0,1.4222222222222225,50,35.162101825619395,-85.23028149627524,Hamilton County,TN
"Miami-Dade County, FL",656.0124347999998,210,570,6006,10383,21105,82992,9451,226,2617176,4.27,4.5,1.7441860465116281,50,25.54928483690595,-80.44775515861944,Miami-Dade County,FL
"Columbia County, FL",654.3979391,3,20,46,373,812,1317,53,3,67543,3.9,4.0,1.5319148936170213,50,30.17995529258572,-82.66038299246358,Columbia County,FL
"Crockett County, TN",651.0862861,1,11,2,81,81,171,15,0,14591,3.6,4.25,1.25,10,35.769502551395114,-89.09535170783316,Crockett County,TN
"Lenoir County, NC",650.100146,1,18,76,288,796,1468,67,11,58914,3.93,4.0,1.5277777777777777,50,35.26285553755321,-77.59309171656669,Lenoir County,NC
"Hempstead County, AR",649.6395835,2,16,12,116,332,615,51,6,22474,3.28,3.5,1.2222222222222223,25,33.680859432618945,-93.60476188819463,Hempstead County,AR
"Hutchinson County, TX",646.2257665,0,20,5,116,184,489,21,5,21819,3.8,4.0,1.21875,50,35.62050539117865,-101.23139057856064,Hutchinson County,TX
"Richmond city, VA",644.9835135,44,43,640,654,2068,6833,952,54,214114,4.33,4.5,1.7083333333333333,50,37.55377922386257,-77.46449552886978,Richmond city,VA
"Jefferson Davis County, MS",644.4593237,5,2,3,68,206,48,17,0,11948,3.7,5.0,2.0,5,31.57922641692994,-89.82542030001244,Jefferson Davis County,MS
"Conecuh County, AL",644.0599053,1,4,8,70,108,252,42,5,12887,3.3571428571428568,3.5,1.2307692307692308,14,31.45063454361557,-86.96127902238459,Conecuh County,AL
"Morehouse Parish, LA",639.3909155,0,3,34,136,315,842,50,6,27057,4.13,4.0,1.7708333333333333,50,32.5425436680545,-92.0773152003262,Morehouse Parish,LA
"Early County, GA",635.5530259999998,1,3,8,55,105,196,6,0,10542,3.34375,3.5,1.2222222222222223,16,31.377651735207092,-84.9364851958347,Early County,GA
"Henderson County, TN",634.6263548,1,8,10,159,204,544,43,3,28048,3.203703703703704,3.5,1.1176470588235294,27,35.65921476364435,-88.39057439466829,Henderson County,TN
"Richmond County, NY",634.123325,24,66,1143,1764,1053,6586,463,0,472621,4.26,4.5,1.9,50,40.603984274917366,-74.11743797435551,Richmond County,NY
"New York County, NY",634.0093435,81,227,3932,6070,3623,22730,1592,0,1626159,4.29,4.5,2.3095238095238093,50,40.762185252094824,-73.98065026807198,New York County,NY
"Jefferson County, IL",633.9923403,0,20,27,198,326,832,30,16,38644,3.58,3.5,1.4878048780487805,50,38.31280380145591,-88.93523987109863,Jefferson County,IL
"Bronx County, NY",632.0428157,71,197,3420,5279,3165,19721,1385,0,1418733,4.28,4.5,1.818181818181818,50,40.807376175918385,-73.91035823886348,Bronx County,NY
"Queens County, NY",630.3962024,114,317,5522,8522,5088,31814,2235,0,2296175,4.26,4.0,2.0408163265306123,50,40.73594617439936,-73.91993100394747,Queens County,NY
"Kings County, NY",630.2492642000002,129,358,6235,9616,5742,35966,2524,0,2592149,4.25,4.25,2.0444444444444443,50,40.72190931396446,-73.98912466095203,Kings County,NY
"Warren County, GA",629.7229219,0,0,1,34,30,60,5,0,5558,3.1304347826086962,3.5,1.2857142857142858,23,33.48415861662721,-82.47207410225262,Warren County,GA
"Nash County, NC",628.8580653,11,17,100,470,1125,1981,166,12,95093,3.743243243243243,4.0,1.2413793103448276,37,35.96744719265549,-77.95102925170377,Nash County,NC
"Lauderdale County, TN",626.0118726,2,9,16,147,420,472,41,4,27795,3.0,3.0,1.125,12,35.746451317153785,-89.54579546578002,Lauderdale County,TN
"Cocke County, TN",625.7222582,3,4,24,191,483,1033,89,15,35479,3.684782608695652,3.5,1.2941176470588236,46,35.952085915748604,-83.18974591908895,Cocke County,TN
"Bowie County, TX",622.5464503,7,33,88,454,1073,2541,241,27,93487,2.8695652173913038,2.5,1.25,23,33.46865359561696,-94.3874660509892,Bowie County,TX
"Hampton County, SC",622.3049784,0,7,18,102,203,336,27,17,20408,3.625,4.0,1.1666666666666667,20,32.88002973835272,-81.17223672456902,Hampton County,SC
"Hendry County, FL",621.814203,0,15,37,181,595,646,52,8,37471,4.09,4.0,1.4594594594594594,50,26.571057652610122,-81.31118239136266,Hendry County,FL
"Duval County, FL",621.5464156,94,355,1436,3621,8025,27335,1712,96,885855,4.35,4.5,1.7142857142857142,50,30.311093115007008,-81.6804763819634,Duval County,FL
"Durham County, NC",621.2408853,21,70,633,1066,3735,7491,772,61,288133,4.14,4.0,1.6875,50,36.003911778790325,-78.90822977709516,Durham County,NC
"Greene County, MO",620.7066615,17,163,362,1219,2863,13016,1238,86,283870,4.32,4.5,1.6530612244897958,50,37.20678008075609,-93.29220254754178,Greene County,MO
"Jefferson County, FL",619.9802734,0,3,6,79,103,64,9,2,14194,4.21,4.0,1.6041666666666667,50,30.47847660924917,-84.16509994914361,Jefferson County,FL
"Escambia County, AL",618.6978385,3,7,18,207,299,793,62,14,37983,3.5,4.0,1.3333333333333333,16,31.127612129222175,-87.06990664922121,Escambia County,AL
"Horry County, SC",617.6419817000002,21,201,416,1151,3158,10088,1073,57,289650,3.8243243243243237,4.0,1.368421052631579,37,33.84911711408754,-79.03008028346126,Horry County,SC
"Nueces County, TX",616.5739392,18,194,392,1567,2723,11976,491,41,352107,4.14,4.0,1.6304347826086956,50,27.77658424396369,-97.4057205325703,Nueces County,TX
"Sedgwick County, KS",615.5337693,24,273,513,2301,4575,17136,1967,160,505415,4.06,4.0,1.6222222222222222,50,37.701423622192685,-97.43623639143074,Sedgwick County,KS
"Edgecombe County, NC",615.3956886,3,14,61,264,735,1301,83,13,55574,3.4615384615384617,4.0,1.4210526315789471,26,35.89540066140632,-77.58817274146614,Edgecombe County,NC
"Montgomery County, KS",615.303861,1,17,17,176,303,858,48,20,34292,3.41025641025641,3.5,1.3888888888888888,39,35.43641756340645,-93.52297698054736,Montgomery County,KS
"Caddo Parish, LA",614.7822368,17,98,436,1016,2642,7558,479,79,254887,4.0,4.0,1.826086956521739,50,32.53260027049984,-93.72940817887674,Caddo Parish,LA
"Graham County, AZ",613.6278747,1,0,0,229,119,251,21,7,37482,3.57,3.5,1.380952380952381,50,32.84899132028831,-109.69181146310598,Graham County,AZ
"Madera County, CA",612.9051308999999,2,35,139,758,1654,1715,648,11,152389,4.0,4.0,1.7586206896551724,43,37.296092448565695,-119.7148834117403,Madera County,CA
"Sebastian County, AR",612.5237549,6,77,97,600,1261,3804,199,12,127342,3.5,4.0,1.2,14,35.143803786989274,-93.40182659375066,Sebastian County,AR
"Emanuel County, GA",612.2359732000001,2,6,14,118,253,799,59,2,22867,3.5192307692307687,3.5,1.1052631578947372,26,32.590212526622985,-82.32926967624427,Emanuel County,GA
"Camden County, NJ",610.3101467,71,117,1182,1760,3986,11325,1388,173,512854,4.15,4.0,1.8979591836734693,50,39.839044684249494,-74.96299167072411,Camden County,NJ
"Nye County, NV",609.9723385,0,11,26,221,334,687,126,10,42297,3.9852941176470584,4.0,1.3478260869565215,34,37.64375768703234,-117.07952748027573,Nye County,NV
"Greenlee County, AZ",607.8019671,1,3,1,50,37,88,4,0,9049,3.4,3.5,1.5,10,33.04964865249304,-109.31362393358481,Greenlee County,AZ
"Alachua County, FL",605.2451953,10,138,253,1133,1917,6331,357,25,253451,4.24,4.25,1.5714285714285714,50,29.65530444708393,-82.34406544703677,Alachua County,FL
"Union County, AR",604.5117216,1,4,36,205,522,802,62,7,40694,3.9,4.0,2.0,5,33.197619496677426,-92.60937543830772,Union County,AR
"Peoria County, IL",603.941007,14,53,347,723,1809,4545,290,61,188429,4.04,4.0,1.6875,50,40.73911044311319,-89.6263783291731,Peoria County,IL
"Madison County, AL",603.3578173999998,18,107,523,1445,3217,8556,919,33,346892,4.08,4.0,1.72,50,34.71831184631709,-86.58252732071286,Madison County,AL
"Calhoun County, MI",602.1686961,11,83,112,606,1405,2782,170,41,135012,3.57,3.5,1.4210526315789471,50,42.28533360936511,-85.00524701210017,Calhoun County,MI
"Williamsburg County, SC",601.8084495,4,11,39,145,440,785,116,17,33067,3.388888888888889,3.5,1.2857142857142858,9,33.67212150053111,-79.82758870595238,Williamsburg County,SC
"Roberts County, TX",601.6847172,0,1,0,4,1,13,3,0,831,3.7236842105263164,4.0,1.173913043478261,38,35.54705736003653,-100.94453785045195,Roberts County,TX
"Bradley County, TN",600.895452,1,38,54,519,681,2409,160,7,101848,4.11,4.0,1.5,50,35.178734835556945,-84.86913445142858,Bradley County,TN
"Anderson County, SC",600.0807801,18,55,157,914,2438,6372,835,36,190641,4.27,4.5,1.5416666666666667,50,34.521826786099446,-82.65901451227465,Anderson County,SC
"Denver County, CO",599.0808243,39,383,1170,2299,5152,14857,3688,98,649495,4.36,4.5,1.8333333333333333,50,39.732447849549295,-104.9583190260648,Denver County,CO
"Chester County, SC",598.5634477000001,2,12,25,156,389,867,60,2,32578,3.5769230769230766,4.0,1.1538461538461535,26,34.706481989933444,-81.19510752535453,Chester County,SC
"Lowndes County, AL",597.9631879,1,3,8,51,117,127,25,7,10703,4.28,4.5,1.6956521739130437,50,32.36191369666388,-86.33088744697937,Lowndes County,AL
